RebootProcess.out, 0.0, 0.0
aqrksa.out, 0.300555555556, 0.746666666667
MadsCastle.out, -0.0114583333333, 0.592708333333
full_picking.out, 0.0192857142857, 0.282142857143
Journey_America.out, 0.0499053030303, 0.491351010101
_autenticador.out, 0.145189393939, 0.473333333333
hjm66741.out, 0.6, 1.0
oiraufa.out, 0.237563131313, 0.534444444444
fu_zura.out, 0.15, 0.552777777778
shori_m1.out, 0.15, 0.6
DKIRBYJ.out, -0.316666666667, 1.0
tatweer_2020.out, 0.0681818181818, 0.289772727273
veruschka1978.out, 0.428571428571, 0.65
nonpi__xxx.out, 0.0, 0.0
cheetahweb.out, 0.0877450980392, 0.362254901961
RoseayeRose.out, -0.172727272727, 0.445454545455
MsKeishaX.out, 0.0, 0.3
ForbesLife.out, 0.282305194805, 0.412339666506
ewwiwa7.out, 0.0, 0.0
ArteDelFutbol.out, 0.2741184573, 0.444207988981
BahaaAlfar.out, 0.0, 0.0
sakinon125.out, 0.766666666667, 0.933333333333
gordis82rosada.out, 0.129548229548, 0.558821733822
bIouberrykisses.out, 0.125, 0.296666666667
buhaji7.out, 0.188888888889, 0.488888888889
ERDALAVAR.out, -0.191666666667, 0.341666666667
dencingmachine.out, -0.078125, 0.475
incredibleindia.out, 0.377083333333, 0.656018518519
mattdh1993.out, 0.0906060606061, 0.64
JarekPrzygock.out, 0.0, 0.0
RobinZea.out, -0.316666666667, 0.3
IFrooha.out, 0.0, 0.0
CarmenSchizo.out, 0.138425925926, 0.530555555556
KeithWenzleith.out, 0.404166666667, 0.641666666667
ogXUqGwDDeS.out, 0.245, 0.6
selena19990927.out, 0.175, 0.55
jiljilec.out, 0.0287878787879, 0.316666666667
_kingkazma_.out, -0.25, 0.25
abdulGeyre_.out, 0.0, 0.0
P_REN_N.out, 0.393289620536, 0.52
stephenac91.out, -0.3, 0.45
AaaronPogiii.out, 0.136363636364, 0.454545454545
pasteherface.out, 0.15930824792, 0.561747304983
MBZNews.out, 0.325193157673, 0.483563134154
VickRodriguez12.out, -0.0625, 0.4375
JimenaarayaVzla.out, 0.621666666667, 0.79375
Jaquiasr.out, 0.4, 0.425
YahBoyEric.out, -0.0354617604618, 0.249287518038
abody20551.out, 0.20406268568, 0.518790849673
LelePertubado.out, 0.248138528139, 0.340714285714
awstar11.out, -0.00865384615385, 0.363461538462
FelineAdvoCat.out, 0.109491266835, 0.470993265993
AysenurArslan50.out, -0.0611823813043, 0.430768486256
lakeisnotonfire.out, 0.0600168350168, 0.480673400673
larry040667.out, 0.4, 0.7
gaabby_azevedo.out, 0.112121212121, 0.566666666667
tushy_com.out, 0.382458160362, 0.569845038875
shannonweston76.out, 0.175, 0.5625
Fujiforza.out, 0.0135416666667, 0.691944444444
SempreilMarco.out, 0.0, 0.0
michdetpitts.out, 0.257142857143, 0.417857142857
yaizatm_.out, 0.0, 0.0
muhdnuri.out, 0.5, 0.6
hippiecasual.out, 0.0880367827412, 0.508931837327
lexibaee_.out, 0.110822510823, 0.391125541126
FishmanMindFlip.out, 0.210924369748, 0.495564892624
ops_nona.out, 0.0, 0.0
EmX_ZA.out, 0.233712121212, 0.485984848485
Junliana4.out, 0.0, 0.0
MerveYslyrt29.out, 0.0, 0.0
ElectronicFC.out, 0.0, 0.0
raindogtweets.out, 0.232291666667, 0.457291666667
SeniorManager.out, 0.0812337662338, 0.298051948052
_eh22.out, -0.221212121212, 0.451515151515
thejurassiccat.out, 0.0, 0.0
NicoleMaiden10.out, 0.183333333333, 0.283333333333
3bsies.out, 0.248076923077, 0.376923076923
nsplnd.out, 0.0, 0.0
DEJGUALA.out, 0.0, 0.0
kendaallgazela.out, 0.118783068783, 0.675485008818
juliuuSanchez.out, 0.014, 0.62
98SiAVzAFF7g9HW.out, 0.203468276515, 0.663194444444
raneemkankan.out, 0.338778409091, 0.465656565657
frantaftsvgg.out, 0.5, 0.5
WolfGang_Oscar.out, -0.192150555969, 0.581216931217
cintiacarnevall.out, -0.1, 0.2
JosefinaKrank.out, 0.0, 0.0
divinevmin.out, -0.1, 0.477777777778
egor_rus11.out, 0.0, 0.0
ginnywealsey.out, 0.0, 0.333333333333
_RukaLewd.out, 0.0, 0.0
abdalh123856.out, 0.366666666667, 0.533333333333
werickcrf.out, -0.075, 0.525
Jax_fcb.out, 0.43, 0.38
PackHawk26.out, 0.266666666667, 0.266666666667
OneTakeAtATime.out, 0.5, 0.5
gab_higgins.out, -0.177083333333, 0.470833333333
Iighted.out, 0.00586934336085, 0.524390927068
MarinaMourette.out, -0.0625, 0.4
jujocosta.out, 0.0964583333333, 0.376666666667
sparklybambi.out, 0.197820761693, 0.641493581964
Zagaria22.out, 0.0, 0.0
vale_santos22.out, 0.0, 0.0
ChincoSuave.out, -0.375, 0.925
honorin0104.out, 0.0305555555556, 0.583333333333
homuhomumadopan.out, -0.00708333333333, 0.395
Mazu_Padilla.out, 0.075, 0.615
gok529.out, 0.0877325501105, 0.438185425685
Bxbblecup.out, 0.250631313131, 0.573863636364
byuntaeganger.out, 0.0, 0.0
Amandaa_Mooree.out, 1.0, 0.9
Hadesbernardo.out, 0.158158508159, 0.595571095571
ChiIIVlbes.out, 0.119056252916, 0.531414877241
ssallmmmAaA.out, -0.287878787879, 0.818181818182
GuillDomaniczky.out, 0.149107142857, 0.54494047619
ElGobiernoRD.out, 0.0, 0.0
IoanaAlfonso.out, 0.0, 0.0
arashi0125jr.out, -0.109523809524, 0.597619047619
OCosta027.out, 0.173958333333, 0.364583333333
juanugget.out, 0.227777777778, 0.69126984127
natmsosa.out, -0.2, 0.05
