alhilalcom.out, 1, 0.0, 0.0
ExpressNewsPK.out, 1, 0.0, 0.0
iahgos.out, 1, 0.0, 0.0
nytfood.out, 1, 0.0, 0.0
josephjett.out, 4, 0.262121212121, 0.484848484848
IcelandFoods.out, 1, 0.0, 0.0
saudAlfunaysan.out, 1, 0.0, 0.0
Adrian_Lee_TIPS.out, 1, 0.0, 0.0
CaharihysyM.out, 1, 0.0, 0.0
TheEconomist.out, 181, 0.103415550857, 0.357681465821
foe_us.out, 7, -0.219642857143, 0.604761904762
altayyaronline.out, 1, 0.0, 0.0
MelonieDodaro.out, 1, 0.0, 0.0
RMCFarab.out, 1, 0.0, 0.0
StarCinema.out, 1, 0.0, 0.0
alathkaar.out, 1, 0.0, 0.0
HelloBC.out, 1, 0.0, 0.0
abcnews.out, 7, 0.103882575758, 0.726136363636
MostWowFacts.out, 1, 0.0, 0.0
GeoreBailey.out, 1, 0.0, 0.0
HollyMcguirexx.out, 1, 0.0, 0.0
RobbedOfSleep.out, 1, 0.0, 0.0
AppSame.out, 61, 0.0675969926538, 0.473053915781
